question_type,model,n,qdrant_pct,graphiti_pct,hybrid_pct,delta_hybrid_vs_qdrant,delta_hybrid_vs_graphiti,best_approach
single-session-preference,openai/gpt-4o-2024-11-20,15,66.7,66.7,73.3,6.6,6.6,Hybrid
